city,longitude,latitude,coordinates
Fada,21.58750035173377,17.18750021132608,"[21.587500351733766, 17.18750021132608]"
Guaranda,-79.01249930178938,-1.6125001031253787,"[-79.01249930178938, -1.6125001031253787]"
Jaque,-78.1625010171333,7.520833559349237,"[-78.1625010171333, 7.520833559349237]"
Lethem,-59.80416793508386,3.3791669775649176,"[-59.80416793508386, 3.3791669775649176]"
Manyoni,34.90416641436088,-5.787500702136914,"[34.90416641436088, -5.787500702136914]"
Muisne,-80.02083366417334,0.612499892189086,"[-80.02083366417334, 0.612499892189086]"
Nimule,32.04583362831294,3.595834698671743,"[32.04583362831294, 3.595834698671743]"
Pala,14.979166095960684,9.34583212263737,"[14.979166095960684, 9.34583212263737]"
Panda,34.729166740469566,-24.062499883152523,"[34.729166740469566, -24.062499883152523]"
Portel,-50.820831764321575,-1.9374994754354584,"[-50.820831764321575, -1.9374994754354586]"
Roura,-52.32916726525226,4.720834676890626,"[-52.32916726525226, 4.720834676890626]"
San Juan del Sur,-85.8708330692938,11.254166874577551,"[-85.8708330692938, 11.254166874577553]"
Sand Point,-160.49583340393988,55.33333228491144,"[-160.49583340393988, 55.33333228491144]"
Sanming,117.57916622121826,26.229165931391,"[117.57916622121826, 26.229165931390998]"
Santa Cruz Cabralia,-39.02083304633732,-16.279167962906197,"[-39.02083304633732, -16.279167962906197]"
Tarapoto,-76.47916809433828,-6.512501492766479,"[-76.47916809433828, -6.512501492766479]"
Tarma,-75.72083327855074,-11.412500633061624,"[-75.72083327855074, -11.412500633061624]"
Tournavista,-74.71249897573632,-8.929164800574103,"[-74.71249897573632, -8.929164800574103]"
Yelimane,-10.570831897606936,15.120831738367915,"[-10.570831897606935, 15.120831738367917]"
Baltasar Brum,-57.32916622513618,-30.72499865506907,"[-57.32916622513618, -30.72499865506907]"
Mandali,45.55000042330365,33.74583249711241,"[45.55000042330365, 33.74583249711241]"
Mendocino,-123.80000014530911,39.30416661521927,"[-123.80000014530913, 39.30416661521927]"
Morawa,116.0083342020542,-29.21250092099426,"[116.00833420205421, -29.21250092099426]"
Paso Rio Mayo,-70.25833192227721,-45.68750131661892,"[-70.25833192227721, -45.68750131661892]"
Pukatawagan,-101.3166664066218,55.74583308446677,"[-101.31666640662179, 55.745833084466774]"
Selawik,-160.0180564267675,66.60138846494814,"[-160.0180564267675, 66.60138846494814]"
Sherlovaya Gora,116.29999955390493,50.529166447673255,"[116.29999955390491, 50.529166447673255]"
Tununak,-165.2499998180441,60.57916636841331,"[-165.2499998180441, 60.57916636841331]"
Wallace,-115.92500027713658,47.470834040834376,"[-115.92500027713658, 47.470834040834376]"
Eastmain,-78.51666814914314,52.23333412836813,"[-78.51666814914314, 52.23333412836813]"
Neryungri,124.71249940110954,56.66249948636496,"[124.71249940110954, 56.66249948636496]"
Hopedale,-60.220834244926,55.459724485620406,"[-60.220834244926, 55.459724485620406]"
Arroyos y Esteros,-57.09999964333295,-25.054166084015343,"[-57.09999964333295, -25.054166084015346]"
Besalampy,44.49166622835984,-16.74583524783571,"[44.49166622835984, -16.74583524783571]"
Dangriga,-88.22083284252992,16.966665407113673,"[-88.22083284252992, 16.966665407113673]"
Manja,44.32916542716423,-21.433333519101453,"[44.32916542716423, -21.433333519101453]"
Nacaome,-87.48750026314069,13.53333374545063,"[-87.48750026314069, 13.53333374545063]"
Plumtree,27.808332013854063,-20.48750037447637,"[27.808332013854066, -20.487500374476372]"
Quime,-67.21666763393524,-16.9791666118902,"[-67.21666763393524, -16.9791666118902]"
Sica Sica,-67.73750176746942,-17.333332815391117,"[-67.73750176746942, -17.333332815391117]"
Tinogasta,-67.56249992442295,-28.066665467136115,"[-67.56249992442295, -28.066665467136115]"
Trancas,-65.28333296522239,-26.229165989747,"[-65.28333296522239, -26.229165989747]"
Barras,-42.295833184888025,-4.250000411493156,"[-42.295833184888025, -4.250000411493156]"
Calbuco,-73.14861275134295,-41.75694444729091,"[-73.14861275134295, -41.75694444729091]"
Chosica,-76.70833242888901,-11.93750184176442,"[-76.70833242888901, -11.937501841764421]"
Dillingham,-158.46666590916368,59.04166560848685,"[-158.46666590916368, 59.04166560848685]"
Hoskins,150.40416531876457,-5.458332066593736,"[150.40416531876457, -5.458332066593736]"
Koidu,-10.862501693441727,8.433332798537785,"[-10.862501693441729, 8.433332798537785]"
Kumo,11.216668023902733,10.045835245858669,"[11.216668023902733, 10.045835245858667]"
Luebo,21.41666549840373,-5.345833446736581,"[21.41666549840373, -5.345833446736581]"
Otuzco,-78.56666725298332,-7.904166881346435,"[-78.56666725298332, -7.904166881346435]"
Sinnamary,-52.95416825962994,5.375000397170182,"[-52.95416825962994, 5.375000397170182]"
Thessalon,-83.55833211415049,46.2583328005629,"[-83.55833211415049, 46.2583328005629]"
Betanzos,-65.45138769504767,-19.55139004705086,"[-65.45138769504767, -19.55139004705086]"
Cap-Chat,-66.68749943137851,49.0958331330572,"[-66.68749943137851, 49.0958331330572]"
Celeken,53.11805556641861,39.44305571523709,"[53.11805556641861, 39.443055715237094]"
Chibia,13.69305436810696,-15.18472172620516,"[13.69305436810696, -15.184721726205161]"
Comallo,-70.26249896932919,-41.02916775018629,"[-70.26249896932919, -41.02916775018629]"
Combarbala,-71.00138951662186,-31.176388563008725,"[-71.00138951662186, -31.176388563008725]"
El Qasr,28.88194296968833,25.693057041436884,"[28.881942969688332, 25.693057041436884]"
Esperanza,-109.92916812707564,27.58749909434999,"[-109.92916812707564, 27.58749909434999]"
Geita,32.17500039973867,-2.875000933655461,"[32.17500039973867, -2.875000933655461]"
La Scie,-55.59999968612346,49.96249874355682,"[-55.59999968612346, 49.96249874355682]"
Loreto,-111.3486111329825,26.006944575601533,"[-111.3486111329825, 26.006944575601533]"
Ondjiva,15.72638864031954,-17.068054766113306,"[15.726388640319541, -17.068054766113306]"
Phayao,99.90694428556505,19.16805400730359,"[99.90694428556505, 19.16805400730359]"
Scottsdale1,147.5152784932121,-41.15972094082353,"[147.51527849321207, -41.15972094082353]"
Tarabuco,-64.91250076868218,-19.17916636525929,"[-64.91250076868218, -19.17916636525929]"
Villa Rumipal,-64.48472152115563,-32.184723349088785,"[-64.48472152115563, -32.184723349088785]"
Winton,143.0402766400178,-22.39027672804671,"[143.0402766400178, -22.39027672804671]"
Baddeck,-60.75416782690128,46.099999111229046,"[-60.75416782690128, 46.099999111229046]"
Tonopah,-117.22916631292205,38.06527890898106,"[-117.22916631292205, 38.06527890898106]"
Zelenodolsk,48.66249952148496,55.83333362066134,"[48.66249952148496, 55.83333362066134]"
Finnsnes,17.985119423681546,69.232737966696,"[17.985119423681546, 69.232737966696]"
Brownsweg,-55.16666720448245,5.0166670405710665,"[-55.16666720448245, 5.0166670405710665]"
Buurhakaba,44.083332980856014,2.7999988588710347,"[44.083332980856014, 2.7999988588710347]"
Chumbicha,-66.23333331086296,-28.8583343166232,"[-66.23333331086296, -28.858334316623196]"
Cloncurry,140.50833429222664,-20.708332829110745,"[140.50833429222664, -20.708332829110745]"
Dondo2,14.423611129578024,-9.684723799112891,"[14.423611129578024, -9.684723799112893]"
Huaura,-77.60000105011747,-11.066666092550834,"[-77.60000105011747, -11.066666092550834]"
Kambove,26.59861178365546,-10.876389069546237,"[26.59861178365546, -10.876389069546237]"
Karasburg,18.750000477912884,-28.016665619469297,"[18.750000477912884, -28.016665619469297]"
Kasane,25.149998766892605,-17.800000082045592,"[25.149998766892605, -17.800000082045592]"
Koulikoro,-7.543055265897836,12.884722344398517,"[-7.543055265897836, 12.884722344398517]"
Kualakapuas,114.35694401414943,-3.0819455880751527,"[114.35694401414945, -3.0819455880751527]"
Maria Elena,-69.66666719660769,-22.34166582121942,"[-69.66666719660769, -22.34166582121942]"
Maridi,29.468056212547253,4.915278228327011,"[29.468056212547253, 4.915278228327011]"
Mpwapwa,36.48472373814963,-6.348611670389111,"[36.48472373814963, -6.3486116703891105]"
Oum Hadjer,19.69166668263486,13.291666080018398,"[19.69166668263486, 13.291666080018398]"
Quixada,-39.01666599576219,-4.966667140740819,"[-39.01666599576219, -4.966667140740819]"
San Luis1,-89.44166560862197,16.199998826725153,"[-89.44166560862197, 16.199998826725153]"
Santa Cruz2,-36.02361081067261,-6.22638723126114,"[-36.02361081067261, -6.22638723126114]"
Thongwa,96.5250011481494,16.758333979159662,"[96.52500114814939, 16.758333979159662]"
Uncia,-66.56666669847877,-18.46666688676989,"[-66.56666669847877, -18.46666688676989]"
Van Horn,-104.83333201009542,31.041666225856893,"[-104.83333201009542, 31.041666225856893]"
Vicente Guerrero,-116.00833420202795,30.76666684215427,"[-116.00833420202795, 30.76666684215427]"
Wagin,117.34166783725586,-33.308334436887414,"[117.34166783725586, -33.308334436887414]"
Aqadyr,72.86416627646568,48.26583219615539,"[72.86416627646568, 48.26583219615539]"
Oatlands,147.3708339063833,-42.300000730257416,"[147.3708339063833, -42.300000730257416]"
Santa Barbara3,-72.02250154111736,-37.66749963673584,"[-72.02250154111736, -37.66749963673584]"
Villarica,-72.22583377991464,-39.27749929380542,"[-72.22583377991464, -39.27749929380542]"
White Sulphur Springs,-80.30416758870933,37.79166612420476,"[-80.30416758870933, 37.79166612420476]"
Aigua,-54.76250040343969,-34.20208179603782,"[-54.76250040343969, -34.20208179603782]"
Barcaldine,145.2854170745806,-23.556250121451065,"[145.2854170745806, -23.556250121451065]"
Bosobolo,19.87500039400527,4.187500533443,"[19.87500039400527, 4.187500533443]"
Eseka,10.777081791449314,3.6458329019812985,"[10.777081791449314, 3.6458329019812985]"
Geraldton2,-86.95138983566638,49.7194433575561,"[-86.95138983566638, 49.7194433575561]"
La Paloma,-54.16249992194123,-34.660416606516804,"[-54.16249992194123, -34.660416606516804]"
Libenge,18.63750118488775,3.658332908899691,"[18.63750118488775, 3.658332908899691]"
Masindi-Port,32.06666709824822,1.7041663893896313,"[32.06666709824822, 1.7041663893896313]"
Saint-Laurent-du-Maroni,-54.033333222786446,5.495834180399626,"[-54.033333222786446, 5.495834180399626]"
Salinas2,-80.98749987464329,-2.200000056782271,"[-80.98749987464329, -2.200000056782271]"
Tranqueras,-55.768750052513774,-31.18958287242392,"[-55.768750052513774, -31.189582872423916]"
Urubamba,-72.11249985690164,-13.308334252453337,"[-72.11249985690164, -13.308334252453335]"
Uspallata,-69.34583266079206,-32.59375121473808,"[-69.34583266079206, -32.59375121473808]"
General Conesa,-64.4558347927646,-40.10416692350745,"[-64.4558347927646, -40.10416692350745]"
Lac La Biche,-111.97321378575911,54.76726057561497,"[-111.97321378575911, 54.76726057561497]"
Donegal,-8.110119188862202,54.65059495966304,"[-8.110119188862202, 54.65059495966304]"
Angra do Heroismo,-27.22083430648229,38.65833261920424,"[-27.22083430648229, 38.65833261920424]"
Almirante,-82.39750009279176,9.29916586247878,"[-82.39750009279176, 9.299165862478779]"
Bossembele,17.644166618999993,5.265833163636519,"[17.644166618999993, 5.265833163636519]"
Lamas,-76.5158333702332,-6.4191667325332125,"[-76.5158333702332, -6.4191667325332125]"
Paraiso,-93.2158336566699,18.39416668127897,"[-93.2158336566699, 18.394166681278975]"
Peto,-88.92416740165235,20.12749951901287,"[-88.92416740165235, 20.12749951901287]"
Puquio,-74.12250096130273,-14.6908343925419,"[-74.12250096130273, -14.6908343925419]"
Santo Tomas,-72.08249948745392,-14.452500818990952,"[-72.08249948745392, -14.452500818990952]"
Vergara,-53.93916666132816,-32.94250002295416,"[-53.93916666132816, -32.94250002295416]"
Bekiy,45.31750078737524,-24.217499215843016,"[45.31750078737524, -24.217499215843016]"
Chernogorsk,91.22500057434594,53.81666752616553,"[91.22500057434594, 53.81666752616553]"
Eumseong,127.69027807321346,36.92777785299495,"[127.69027807321346, 36.92777785299495]"
Gimli,-96.9895838526275,50.63333233022922,"[-96.9895838526275, 50.63333233022922]"
Lead,-103.76845214850538,44.35059587942141,"[-103.76845214850538, 44.35059587942141]"
Mount Barker,117.6625001558462,-34.62916674011534,"[117.66250015584619, -34.62916674011534]"
Babati,35.745832940980705,-4.21083326308747,"[35.745832940980705, -4.21083326308747]"
Balancan,-91.53750001997376,17.802500909145316,"[-91.53750001997376, 17.802500909145316]"
Happy Valley,-60.31369039577806,53.30178628641577,"[-60.31369039577806, 53.30178628641577]"
Hardin,-107.61250088901252,45.732736633302046,"[-107.61250088901252, 45.732736633302046]"
Kafue,28.179167507149817,-15.777499872142348,"[28.179167507149817, -15.777499872142347]"
Nova Vicosa,-39.37249914829681,-17.894167599034414,"[-39.37249914829681, -17.894167599034414]"
Oshikango,15.89749943647274,-17.397500868912037,"[15.89749943647274, -17.397500868912037]"
Roebourne,117.13916531197924,-20.769165632969464,"[117.13916531197923, -20.769165632969464]"
General Roca,-67.63750070966351,-39.0166662621948,"[-67.63750070966351, -39.0166662621948]"
Knysna,23.04444226615938,-34.03472261455372,"[23.04444226615938, -34.03472261455372]"
Liverpool1,-64.7196422868996,44.03511941727648,"[-64.7196422868996, 44.03511941727648]"
Vilyuysk,121.6216641474134,63.75083285150746,"[121.6216641474134, 63.75083285150746]"
Sonson,-75.30833297648448,5.712500808234915,"[-75.30833297648448, 5.712500808234915]"
Villanueva,-102.8833336659527,22.35416673580879,"[-102.8833336659527, 22.35416673580879]"
Byron Bay,153.61488051413303,-28.65297658681504,"[153.61488051413303, -28.65297658681504]"
Collipulli,-72.43645802478997,-37.95312528276056,"[-72.43645802478997, -37.95312528276056]"
Kimhyonggwon,128.15654885828326,40.81607154427375,"[128.15654885828326, 40.81607154427375]"
San Lorenzo1,-58.766667006186026,-28.133333090270146,"[-58.766667006186026, -28.133333090270146]"
Abra Pampa,-65.69722213411728,-22.722223646425658,"[-65.69722213411728, -22.722223646425658]"
Bogue,-14.273611243546824,16.591665936179176,"[-14.273611243546823, 16.591665936179176]"
Caazapa,-56.36845289203752,-26.19583394022552,"[-56.368452892037524, -26.19583394022552]"
Canatlan,-104.77499943711888,24.52500011098048,"[-104.77499943711888, 24.52500011098048]"
Illizi,8.479165389401654,26.50416741315492,"[8.479165389401654, 26.504167413154917]"
Mendi,143.64861183318072,-6.1361118831668735,"[143.64861183318072, -6.1361118831668735]"
Osakarovka,72.58194499526137,50.5652768637095,"[72.58194499526137, 50.5652768637095]"
Pampa del Infierno,-61.17321453383358,-26.50416738167971,"[-61.17321453383358, -26.50416738167971]"
Paraguari,-57.14821357350981,-25.620832841792065,"[-57.148213573509814, -25.620832841792065]"
Puerto Baquerizo Moreno,-89.60972292110824,-0.9055554627345463,"[-89.60972292110824, -0.9055554627345465]"
San Carlos,-63.730555220444685,-17.405554871953225,"[-63.730555220444685, -17.405554871953225]"
San Pedro2,-57.076785553100905,-24.087499641910767,"[-57.076785553100905, -24.087499641910767]"
Ypacarai|Ita,-57.28869099061532,-25.401786386035283,"[-57.28869099061532, -25.401786386035283]"
Nueva Imperial,-72.94940477848971,-38.74464270458181,"[-72.94940477848971, -38.74464270458181]"
Quirihue,-72.54226245530626,-36.28035693501713,"[-72.54226245530626, -36.28035693501713]"
Singleton,151.17440505494608,-32.569641783824125,"[151.17440505494608, -32.569641783824125]"
Boaco,-85.6513901667465,12.473608955036577,"[-85.6513901667465, 12.473608955036575]"
Chosan,125.80625210318954,40.82916437540264,"[125.80625210318954, 40.82916437540264]"
Motupe,-79.71388957068044,-6.161110342830068,"[-79.71388957068044, -6.161110342830068]"
Si Racha,100.93333357116931,13.162501241034509,"[100.93333357116933, 13.162501241034509]"
Stawell,142.767707878526,-37.05625051072127,"[142.767707878526, -37.05625051072127]"
Tom Price,117.79027828912642,-22.68888846797352,"[117.79027828912642, -22.68888846797352]"
Ambanja,48.452779442945626,-13.6666645330779,"[48.452779442945626, -13.666664533077899]"
El Maiten,-71.16979203679503,-42.04270502605724,"[-71.16979203679503, -42.04270502605724]"
Loncoche,-72.63541537184896,-39.36562417988229,"[-72.63541537184896, -39.36562417988229]"
Anbyon,127.52202360405624,39.04463944274796,"[127.52202360405623, 39.04463944274796]"
Colac,143.58958294041554,-38.34791523541516,"[143.58958294041554, -38.34791523541516]"
Dillon,-112.63194515989028,45.21712941711237,"[-112.63194515989028, 45.21712941711237]"
Maqat,53.33437718519564,47.647918721776605,"[53.334377185195635, 47.647918721776605]"
Selfoss,-20.9990388642782,63.935576743891374,"[-20.999038864278198, 63.935576743891374]"
Severnyy,64.0958318373098,67.59999914049732,"[64.0958318373098, 67.59999914049732]"
Leeton,146.3968740911085,-34.55520833459133,"[146.3968740911085, -34.55520833459133]"
Acatlan,-98.05059572010832,18.20178481034721,"[-98.05059572010833, 18.20178481034721]"
Camiri,-63.521875047268615,-20.038540622127,"[-63.521875047268615, -20.038540622127]"
Forbes,148.00833228872656,-33.37916609863606,"[148.00833228872656, -33.37916609863606]"
Katima Mulilo,24.27921734271891,-17.50483159097282,"[24.27921734271891, -17.50483159097282]"
Polson,-114.15719779879394,47.68674162091468,"[-114.15719779879394, 47.68674162091468]"
Portachuelo,-63.395832559575744,-17.3541660184887,"[-63.395832559575744, -17.3541660184887]"
Reggane,0.1697912342240747,26.71979160213277,"[0.16979123422407472, 26.719791602132766]"
San Antonio de los Banos,-82.50178561017539,22.89226224025856,"[-82.50178561017539, 22.89226224025856]"
Tidjikdja,-11.430208053206664,18.553123547987905,"[-11.430208053206663, 18.553123547987905]"
Ubaitaba,-39.32083244828266,-14.314880387127548,"[-39.32083244828266, -14.314880387127548]"
Uyuni,-66.82187480229642,-20.461458275128205,"[-66.82187480229642, -20.461458275128205]"
Vegreville,-112.0511377969944,53.49658964910405,"[-112.0511377969944, 53.49658964910405]"
Chepes,-66.58958305453383,-31.34062492183392,"[-66.58958305453383, -31.340624921833918]"
El Daba,28.44583408222412,31.025000038113983,"[28.445834082224113, 31.025000038113983]"
San Juan Bautista,-57.14374990722419,-26.66874994430972,"[-57.14374990722419, -26.66874994430972]"
Ulladulla,150.4699070292563,-35.35694408551294,"[150.4699070292563, -35.35694408551294]"
Villa Hayes,-57.5249998932607,-25.09583344440501,"[-57.5249998932607, -25.09583344440501]"
Itapecuru Mirim,-44.35416826685393,-3.394642390812994,"[-44.35416826685393, -3.394642390812994]"
Kavieng,150.79583242373982,-2.5839285001383976,"[150.79583242373982, -2.5839285001383976]"
Makale,119.8505963796313,-3.100595419178784,"[119.8505963796313, -3.100595419178784]"
Tumut,148.22453532765144,-35.306943195991686,"[148.22453532765144, -35.306943195991686]"
Villa Union,-106.22187316156212,23.1906243795956,"[-106.22187316156212, 23.1906243795956]"
Comandante Fontana,-59.68124912574593,-25.33125106265806,"[-59.68124912574593, -25.33125106265806]"
Deer Lake,-57.42765214341527,49.18068165576405,"[-57.42765214341527, 49.18068165576405]"
Ely1,-114.8782417619028,39.24953766916085,"[-114.87824176190281, 39.249537669160844]"
Keflavik,-22.563011832755805,63.999475777598064,"[-22.563011832755805, 63.999475777598064]"
Chuquicamata,-68.92395728354138,-22.31249976384625,"[-68.92395728354138, -22.31249976384625]"
Uliastay,96.8491692891313,47.73999779352653,"[96.8491692891313, 47.739997793526534]"
Flin Flon,-101.858015588433,54.77403728460054,"[-101.85801558843299, 54.77403728460054]"
Coronel Bogado,-56.23750023735968,-27.16250010405824,"[-56.237500237359676, -27.16250010405824]"
Edea,10.128125107550805,3.794792513468751,"[10.128125107550805, 3.794792513468751]"
Powell,-108.75833307488372,44.75416636674829,"[-108.75833307488371, 44.754166366748294]"
Viacha,-68.29999955900905,-16.650000314043112,"[-68.29999955900905, -16.650000314043112]"
Ascension,-107.99583347170118,31.09416644167753,"[-107.99583347170118, 31.094166441677526]"
Santa Lucia,-56.38916709471504,-34.4541668684439,"[-56.389167094715035, -34.4541668684439]"
Ali Sabih,42.70520840634302,11.1520834059221,"[42.70520840634302, 11.1520834059221]"
Atherton,145.47812481923398,-17.266666927466424,"[145.47812481923398, -17.266666927466424]"
Bua Yai,102.42916714525512,15.589581967896937,"[102.42916714525511, 15.589581967896937]"
Caninde,-39.31354140287839,-4.358333120963465,"[-39.31354140287839, -4.358333120963465]"
Diamantina,-43.6010414600271,-18.244793087143563,"[-43.6010414600271, -18.244793087143563]"
Goodland,-101.70833349732284,39.34999976469513,"[-101.70833349732285, 39.34999976469513]"
Melville,-102.80224274104684,50.930447403185454,"[-102.80224274104684, 50.930447403185454]"
Nephi,-111.83144002063592,39.71477096441277,"[-111.83144002063592, 39.71477096441277]"
Pedro Luro,-62.68295627386401,-39.50568053882126,"[-62.68295627386401, -39.50568053882126]"
San Jose del Guaviare,-72.63958456775673,2.564582672129141,"[-72.63958456775673, 2.564582672129141]"
Tekax,-89.28472161129156,20.204167201337857,"[-89.28472161129156, 20.204167201337857]"
Artigas,-56.47583163267937,-30.41500055750916,"[-56.47583163267937, -30.41500055750916]"
Atoyac,-100.4337959001796,17.214352308336476,"[-100.4337959001796, 17.214352308336476]"
Changyon,125.09356194810576,38.25189356966356,"[125.09356194810576, 38.25189356966356]"
Grafton,152.940000305453,-29.72166577343068,"[152.940000305453, -29.721665773430676]"
Musina,30.036574033097683,-22.34120431125268,"[30.036574033097683, -22.34120431125268]"
Paso de los Toros,-56.51833476842847,-32.80749931538904,"[-56.51833476842847, -32.80749931538904]"
Rio Bueno,-72.95189395266048,-40.33598558668866,"[-72.95189395266048, -40.33598558668866]"
Shannon,-8.877381544569513,52.71249985383256,"[-8.877381544569513, 52.71249985383256]"
Swellendam,20.44000247226424,-34.02583196470165,"[20.44000247226424, -34.02583196470165]"
Houlton,-67.83958407127258,46.12777570139756,"[-67.83958407127258, 46.12777570139756]"
Kimpese,14.435416210900252,-5.563540810225903,"[14.435416210900252, -5.563540810225903]"
San Gabriel,-77.82604164321917,0.597916408587366,"[-77.82604164321917, 0.597916408587366]"
Stettler,-112.71250150015904,52.32202338000514,"[-112.71250150015905, 52.32202338000514]"
La Ligua,-71.23666611675402,-32.45250064699285,"[-71.23666611675402, -32.45250064699285]"
Nikolayevsk,45.458011786395446,50.02211461663083,"[45.458011786395446, 50.02211461663083]"
Nautla,-96.79120363258698,20.220835891959887,"[-96.79120363258698, 20.220835891959887]"
Chilecito,-67.4950770710252,-29.16552884307286,"[-67.4950770710252, -29.16552884307286]"
Izaz,37.04507478136868,36.584467484522655,"[37.04507478136868, 36.584467484522655]"
Camocim,-40.84675890022276,-2.90046273207246,"[-40.84675890022276, -2.9004627320724596]"
Campo Maior,-42.17361110118073,-4.828240165420284,"[-42.17361110118073, -4.828240165420284]"
Dalhart,-102.51666556229895,36.06041621950909,"[-102.51666556229897, 36.06041621950909]"
Doba,16.854167358602982,8.6583326808557,"[16.854167358602982, 8.6583326808557]"
Mollendo,-72.01333310639318,-17.019166363158206,"[-72.01333310639318, -17.019166363158206]"
Porto Nacional,-48.40879611820213,-10.70231280840941,"[-48.40879611820213, -10.70231280840941]"
Sao Lourenco do Sul,-51.97537720994357,-31.3647736851243,"[-51.975377209943574, -31.3647736851243]"
Selkirk,-96.87972415264618,50.1424988065394,"[-96.87972415264618, 50.1424988065394]"
Agordat,37.88083367543009,15.544167218864576,"[37.88083367543009, 15.544167218864576]"
Childress,-100.21249855436628,34.42569382565145,"[-100.21249855436628, 34.42569382565145]"
Demba,22.267129477219648,-5.494906963090775,"[22.267129477219648, -5.494906963090775]"
La Sarre,-79.20238001758446,48.79999711406606,"[-79.20238001758446, 48.79999711406606]"
Padangpanjang,100.39675902076068,-0.4662042307677997,"[100.39675902076067, -0.4662042307677997]"
Weyburn,-103.84761829649617,49.66428583389075,"[-103.84761829649615, 49.66428583389075]"
New Liskeard,-79.678528658154,47.50929293422055,"[-79.678528658154, 47.50929293422055]"
Zixing,113.40113538368372,25.976893004149503,"[113.40113538368371, 25.976893004149503]"
Kupina,77.2869777749543,54.36302030545215,"[77.2869777749543, 54.36302030545215]"
Puerto Varas,-72.9778880719959,-41.324678270701234,"[-72.9778880719959, -41.324678270701234]"
Rosario2,-44.25601747226605,-2.932869239481922,"[-44.25601747226605, -2.932869239481922]"
Yangambi,24.407868873176227,0.7699080565904963,"[24.407868873176227, 0.7699080565904963]"
Alayat Samail,57.97000015581663,23.29916800268192,"[57.97000015581663, 23.299168002681913]"
La Ronge,-105.28848754151788,55.10857488075209,"[-105.28848754151788, 55.10857488075209]"
Polyarnyy,33.44487134909922,69.19390809850593,"[33.44487134909922, 69.19390809850593]"
Guines,-82.02613744867878,22.838257280256595,"[-82.02613744867878, 22.838257280256595]"
Jijiga,42.796591512936736,9.35113674040926,"[42.796591512936736, 9.35113674040926]"
Businga,20.879925436766584,3.3503786063752496,"[20.879925436766584, 3.3503786063752496]"
Kaiapoi,172.655279979746,-43.3824986314738,"[172.655279979746, -43.3824986314738]"
Obidos,-55.51499997140201,-1.9050001588060144,"[-55.51499997140201, -1.9050001588060144]"
Richmond2,-112.086859302982,38.76634658739573,"[-112.086859302982, 38.766346587395724]"
Canas,-85.09356096557774,10.422350265158256,"[-85.09356096557774, 10.422350265158256]"
Hakkari,43.74134621050104,37.5810884608099,"[43.741346210501035, 37.5810884608099]"
